epoch,loss,selection_mode,score,is_best,threshold,accuracy,abnormal_precision,abnormal_recall,abnormal_f1,specificity,npv,tp,tn,fp,fn,triage_direct_tp,triage_uncertain_abnormal,triage_unsafe_fn,triage_direct_fp,triage_uncertain_normal,triage_tn,triage_abnormal_total,triage_normal_total,triage_uncertain_total,triage_abnormal_decisions,triage_normal_decisions,triage_safety_recall,triage_direct_recall,triage_direct_fp_rate,triage_normal_clear_rate,triage_coverage,triage_direct_precision,triage_low_threshold,triage_high_threshold,triage_score,roc_auc,pr_auc,target_recall,max_fn,is_final_best
32,0.7344056696645798,triage_fn_fp,"[1, -1, -1, -92, 0.9375, 0.1164021164021164, 0.6833370710921731, 0.7020353832095715]",False,0.08,0.10582010582010581,0.9375,0.989010989010989,0.6795366795366795,0.05102040816326531,0.8571428571428571,90,5,1,1,15,75,1,1,92,5,91,98,167,16,6,0.989010989010989,0.16483516483516483,0.01020408163265306,0.05102040816326531,0.1164021164021164,0.9375,0.08,0.8400000000000005,"[1, -1, -1, -92, 0.9375, 0.1164021164021164]",0.6833370710921731,0.7020353832095715,0.96,4,False
33,0.7352403198915815,triage_fn_fp,"[1, 0, 0, -96, 1.0, 0.06878306878306878, 0.6504821708903341, 0.6635089959477529]",True,0.06,0.06878306878306878,1.0,1.0,0.676923076923077,0.02040816326530612,0.85,91,2,0,0,11,80,0,0,96,2,91,98,176,11,2,1.0,0.12087912087912088,0.0,0.02040816326530612,0.06878306878306878,1.0,0.06,0.5400000000000003,"[1, 0, 0, -96, 1.0, 0.06878306878306878]",0.6504821708903341,0.6635089959477529,0.96,4,False
34,0.7172261187954555,triage_fn_fp,"[1, -4, -1, -82, 0.8857142857142857, 0.25396825396825395, 0.7108095985647005, 0.7395019979214645]",False,0.06,0.2275132275132275,0.8857142857142857,0.989010989010989,0.6743295019157088,0.12244897959183673,0.8421052631578947,90,12,4,1,31,59,1,4,82,12,91,98,141,35,13,0.989010989010989,0.34065934065934067,0.04081632653061224,0.12244897959183673,0.25396825396825395,0.8857142857142857,0.06,0.8000000000000005,"[1, -4, -1, -82, 0.8857142857142857, 0.25396825396825395]",0.7108095985647005,0.7395019979214645,0.96,4,False
35,0.7213841369227757,triage_fn_fp,"[1, 0, -2, -90, 1.0, 0.12698412698412698, 0.6542946849069298, 0.6733775753717501]",False,0.06,0.1164021164021164,1.0,0.978021978021978,0.6717557251908397,0.08163265306122448,0.8333333333333334,89,8,0,2,14,75,2,0,90,8,91,98,165,14,10,0.978021978021978,0.15384615384615385,0.0,0.08163265306122448,0.12698412698412698,1.0,0.06,0.6000000000000003,"[1, 0, -2, -90, 1.0, 0.12698412698412698]",0.6542946849069298,0.6733775753717501,0.96,4,False
36,0.7218114341062213,triage_fn_fp,"[1, 0, 0, -97, 1.0, 0.07407407407407407, 0.619645660461987, 0.6492305250081662]",False,0.08,0.07407407407407407,1.0,1.0,0.6567164179104478,0.01020408163265306,0.75,91,1,0,0,13,78,0,0,97,1,91,98,175,13,1,1.0,0.14285714285714285,0.0,0.01020408163265306,0.07407407407407407,1.0,0.08,0.8400000000000005,"[1, 0, 0, -97, 1.0, 0.07407407407407407]",0.619645660461987,0.6492305250081662,0.96,4,False
37,0.7157070090373358,triage_fn_fp,"[1, 0, 0, -94, 1.0, 0.10582010582010581, 0.6566494729760036, 0.6756800763902149]",True,0.08,0.10582010582010581,1.0,1.0,0.6692015209125475,0.04081632653061224,0.8235294117647058,91,4,0,0,16,75,0,0,94,4,91,98,169,16,4,1.0,0.17582417582417584,0.0,0.04081632653061224,0.10582010582010581,1.0,0.08,0.6400000000000003,"[1, 0, 0, -94, 1.0, 0.10582010582010581]",0.6566494729760036,0.6756800763902149,0.96,4,False
38,0.7013677316052573,triage_fn_fp,"[1, -15, -1, -76, 0.7, 0.30687830687830686, 0.6813186813186813, 0.7002485801906199]",False,0.12000000000000001,0.2222222222222222,0.7,0.989010989010989,0.6567164179104478,0.07142857142857142,0.75,90,7,15,1,35,55,1,15,76,7,91,98,131,50,8,0.989010989010989,0.38461538461538464,0.15306122448979592,0.07142857142857142,0.30687830687830686,0.7,0.12000000000000001,0.8400000000000005,"[1, -15, -1, -76, 0.7, 0.30687830687830686]",0.6813186813186813,0.7002485801906199,0.96,4,False
39,0.7198059745724239,triage_fn_fp,"[1, 0, 0, -94, 1.0, 0.08465608465608465, 0.6457725947521866, 0.6693229613689851]",False,0.06,0.08465608465608465,1.0,1.0,0.6666666666666666,0.04081632653061224,0.8125,91,4,0,0,12,79,0,0,94,4,91,98,173,12,4,1.0,0.13186813186813187,0.0,0.04081632653061224,0.08465608465608465,1.0,0.06,0.3,"[1, 0, 0, -94, 1.0, 0.08465608465608465]",0.6457725947521866,0.6693229613689851,0.96,4,False
40,0.7009899963935217,triage_fn_fp,"[1, -3, -1, -90, 0.875, 0.15873015873015872, 0.6803094864319355, 0.7066847092156711]",False,0.06,0.13756613756613756,0.875,0.989010989010989,0.6692015209125475,0.05102040816326531,0.8235294117647058,90,5,3,1,21,69,1,3,90,5,91,98,159,24,6,0.989010989010989,0.23076923076923078,0.030612244897959183,0.05102040816326531,0.15873015873015872,0.875,0.06,0.8000000000000005,"[1, -3, -1, -90, 0.875, 0.15873015873015872]",0.6803094864319355,0.7066847092156711,0.96,4,False
41,0.7006533682819397,triage_fn_fp,"[1, 0, -4, -85, 1.0, 0.13227513227513227, 0.6255886970172685, 0.6458935252051807]",False,0.06,0.1111111111111111,1.0,0.9560439560439561,0.6617100371747212,0.1326530612244898,0.8181818181818182,87,13,0,4,8,79,4,0,85,13,91,98,164,8,17,0.9560439560439561,0.08791208791208792,0.0,0.1326530612244898,0.13227513227513227,1.0,0.06,0.7800000000000005,"[1, 0, -4, -85, 1.0, 0.13227513227513227]",0.6255886970172685,0.6458935252051807,0.96,4,False
42,0.7228676669654392,triage_fn_fp,"[1, -2, -1, -86, 0.9130434782608695, 0.17989417989417988, 0.6888315765866786, 0.7075169207498365]",False,0.08,0.164021164021164,0.9130434782608695,0.989010989010989,0.6641509433962264,0.10204081632653061,0.8,90,10,2,1,21,69,1,2,86,10,91,98,155,23,11,0.989010989010989,0.23076923076923078,0.02040816326530612,0.10204081632653061,0.17989417989417988,0.9130434782608695,0.08,0.7400000000000004,"[1, -2, -1, -86, 0.9130434782608695, 0.17989417989417988]",0.6888315765866786,0.7075169207498365,0.96,4,False
43,0.7008164688235238,triage_fn_fp,"[1, 0, 0, -93, 1.0, 0.1111111111111111, 0.6730208566943261, 0.6945714459364556]",True,0.06,0.1111111111111111,1.0,1.0,0.6742424242424242,0.05102040816326531,0.875,91,5,0,0,16,75,0,0,93,5,91,98,168,16,5,1.0,0.17582417582417584,0.0,0.05102040816326531,0.1111111111111111,1.0,0.06,0.8200000000000005,"[1, 0, 0, -93, 1.0, 0.1111111111111111]",0.6730208566943261,0.6945714459364556,0.96,4,True
44,0.6894570230728104,triage_fn_fp,"[1, -4, 0, -93, 0.8461538461538461, 0.14285714285714285, 0.6622561112357032, 0.6758597110338305]",False,0.06,0.12169312169312169,0.8461538461538461,1.0,0.6642066420664207,0.01020408163265306,0.8888888888888888,91,1,4,0,22,69,0,4,93,1,91,98,162,26,1,1.0,0.24175824175824176,0.04081632653061224,0.01020408163265306,0.14285714285714285,0.8461538461538461,0.06,0.8200000000000005,"[1, -4, 0, -93, 0.8461538461538461, 0.14285714285714285]",0.6622561112357032,0.6758597110338305,0.96,4,False
45,0.7150228063738535,triage_fn_fp,"[1, -1, -4, -80, 0.9583333333333334, 0.23809523809523808, 0.6657882933393138, 0.688328572788777]",False,0.08,0.21164021164021163,0.9583333333333334,0.9560439560439561,0.6718146718146718,0.17346938775510204,0.8095238095238095,87,17,1,4,23,64,4,1,80,17,91,98,144,24,21,0.9560439560439561,0.25274725274725274,0.01020408163265306,0.17346938775510204,0.23809523809523808,0.9583333333333334,0.08,0.7000000000000004,"[1, -1, -4, -80, 0.9583333333333334, 0.23809523809523808]",0.6657882933393138,0.688328572788777,0.96,4,False
46,0.6890258999570967,triage_fn_fp,"[1, 0, -1, -93, 1.0, 0.13227513227513227, 0.6546310832025117, 0.6729886487127141]",False,0.1,0.12698412698412698,1.0,0.989010989010989,0.6567164179104478,0.05102040816326531,0.75,90,5,0,1,19,71,1,0,93,5,91,98,164,19,6,0.989010989010989,0.2087912087912088,0.0,0.05102040816326531,0.13227513227513227,1.0,0.1,0.8200000000000005,"[1, 0, -1, -93, 1.0, 0.13227513227513227]",0.6546310832025117,0.6729886487127141,0.96,4,False
47,0.7031946887099554,triage_fn_fp,"[1, 0, -1, -91, 1.0, 0.13227513227513227, 0.6616954474097332, 0.687272146123549]",False,0.08,0.12698412698412698,1.0,0.989010989010989,0.6616541353383458,0.07142857142857142,0.7857142857142857,90,7,0,1,17,73,1,0,91,7,91,98,164,17,8,0.989010989010989,0.18681318681318682,0.0,0.07142857142857142,0.13227513227513227,1.0,0.08,0.7600000000000005,"[1, 0, -1, -91, 1.0, 0.13227513227513227]",0.6616954474097332,0.687272146123549,0.96,4,False
48,0.6907846738421728,triage_fn_fp,"[1, 0, -3, -86, 1.0, 0.1693121693121693, 0.641287284144427, 0.662803664995808]",False,0.06,0.15343915343915343,1.0,0.967032967032967,0.6641509433962264,0.12244897959183673,0.8,88,12,0,3,17,71,3,0,86,12,91,98,157,17,15,0.967032967032967,0.18681318681318682,0.0,0.12244897959183673,0.1693121693121693,1.0,0.06,0.7400000000000004,"[1, 0, -3, -86, 1.0, 0.1693121693121693]",0.641287284144427,0.662803664995808,0.96,4,False
49,0.689945904744996,triage_fn_fp,"[1, 0, -2, -84, 1.0, 0.15873015873015872, 0.6540704193765419, 0.6819899659370399]",False,0.08,0.14814814814814814,1.0,0.978021978021978,0.6742424242424242,0.14285714285714285,0.875,89,14,0,2,14,75,2,0,84,14,91,98,159,14,16,0.978021978021978,0.15384615384615385,0.0,0.14285714285714285,0.15873015873015872,1.0,0.08,0.8400000000000005,"[1, 0, -2, -84, 1.0, 0.15873015873015872]",0.6540704193765419,0.6819899659370399,0.96,4,False
50,0.6996207962196971,triage_fn_fp,"[1, 0, -2, -90, 1.0, 0.12169312169312169, 0.6069746579950661, 0.6407333998618514]",False,0.06,0.1111111111111111,1.0,0.978021978021978,0.6592592592592592,0.08163265306122448,0.8,89,8,0,2,13,76,2,0,90,8,91,98,166,13,10,0.978021978021978,0.14285714285714285,0.0,0.08163265306122448,0.12169312169312169,1.0,0.06,0.3,"[1, 0, -2, -90, 1.0, 0.12169312169312169]",0.6069746579950661,0.6407333998618514,0.96,4,False
51,0.6929547055846169,triage_fn_fp,"[1, -1, -2, -88, 0.9615384615384616, 0.19576719576719576, 0.6623682440008971, 0.6884160766023588]",False,0.06,0.17989417989417988,0.9615384615384616,0.978021978021978,0.6616541353383458,0.09183673469387756,0.7857142857142857,89,9,1,2,25,64,2,1,88,9,91,98,152,26,11,0.978021978021978,0.27472527472527475,0.01020408163265306,0.09183673469387756,0.19576719576719576,0.9615384615384616,0.06,0.3,"[1, -1, -2, -88, 0.9615384615384616, 0.19576719576719576]",0.6623682440008971,0.6884160766023588,0.96,4,False
52,0.7001969176861975,triage_fn_fp,"[1, 0, -4, -86, 1.0, 0.14285714285714285, 0.6258129625476564, 0.6451780824424815]",False,0.06,0.12169312169312169,1.0,0.9560439560439561,0.654275092936803,0.12244897959183673,0.7272727272727273,87,12,0,4,11,76,4,0,86,12,91,98,162,11,16,0.9560439560439561,0.12087912087912088,0.0,0.12244897959183673,0.14285714285714285,1.0,0.06,0.8000000000000005,"[1, 0, -4, -86, 1.0, 0.14285714285714285]",0.6258129625476564,0.6451780824424815,0.96,4,False
53,0.6921932425290819,triage_fn_fp,"[1, 0, -1, -91, 1.0, 0.12169312169312169, 0.653397622785378, 0.672639239840122]",False,0.06,0.1164021164021164,1.0,0.989010989010989,0.6717557251908397,0.07142857142857142,0.8333333333333334,90,7,0,1,15,75,1,0,91,7,91,98,166,15,8,0.989010989010989,0.16483516483516483,0.0,0.07142857142857142,0.12169312169312169,1.0,0.06,0.7200000000000004,"[1, 0, -1, -91, 1.0, 0.12169312169312169]",0.653397622785378,0.672639239840122,0.96,4,False
54,0.7092910957714867,triage_fn_fp,"[1, -3, 0, -92, 0.9032258064516129, 0.17989417989417988, 0.6505943036555282, 0.6926683183564748]",False,0.1,0.164021164021164,0.9032258064516129,1.0,0.6570397111913358,0.030612244897959183,1.0,91,3,3,0,28,63,0,3,92,3,91,98,155,31,3,1.0,0.3076923076923077,0.030612244897959183,0.030612244897959183,0.17989417989417988,0.9032258064516129,0.1,0.8400000000000005,"[1, -3, 0, -92, 0.9032258064516129, 0.17989417989417988]",0.6505943036555282,0.6926683183564748,0.96,4,False
55,0.6656568586116746,triage_fn_fp,"[0, -7, 0, -82, 0.9230769230769231, 0.19047619047619047, 0.6373626373626373, 0.6638033934627174]",False,0.06,0.15343915343915343,1.0,0.9230769230769231,0.65625,0.16326530612244897,0.7083333333333334,84,16,0,7,13,71,7,0,82,16,91,98,153,13,23,0.9230769230769231,0.14285714285714285,0.0,0.16326530612244897,0.19047619047619047,1.0,0.06,0.5200000000000002,"[0, -7, 0, -82, 0.9230769230769231, 0.19047619047619047]",0.6373626373626373,0.6638033934627174,0.96,4,False
56,0.6602315434387752,triage_fn_fp,"[0, -5, 0, -86, 0.945054945054945, 0.1693121693121693, 0.630858936981386, 0.657353982057848]",False,0.06,0.14285714285714285,1.0,0.945054945054945,0.6541353383458647,0.12244897959183673,0.7142857142857143,86,12,0,5,15,71,5,0,86,12,91,98,157,15,17,0.945054945054945,0.16483516483516483,0.0,0.12244897959183673,0.1693121693121693,1.0,0.06,0.3,"[0, -5, 0, -86, 0.945054945054945, 0.1693121693121693]",0.630858936981386,0.657353982057848,0.96,4,False
57,0.6694991548383047,triage_fn_fp,"[1, -2, -1, -93, 0.9047619047619048, 0.13227513227513227, 0.6605741197577932, 0.6935978014661799]",False,0.06,0.1164021164021164,0.9047619047619048,0.989010989010989,0.664179104477612,0.030612244897959183,0.8333333333333334,90,3,2,1,19,71,1,2,93,3,91,98,164,21,4,0.989010989010989,0.2087912087912088,0.02040816326530612,0.030612244897959183,0.13227513227513227,0.9047619047619048,0.06,0.7800000000000005,"[1, -2, -1, -93, 0.9047619047619048, 0.13227513227513227]",0.6605741197577932,0.6935978014661799,0.96,4,False
58,0.6962929942778179,triage_fn_fp,"[1, -2, -2, -85, 0.9230769230769231, 0.20634920634920634, 0.6704418030948642, 0.7003262912068008]",False,0.06,0.18518518518518517,0.9230769230769231,0.978021978021978,0.6666666666666666,0.11224489795918367,0.8461538461538461,89,11,2,2,24,65,2,2,85,11,91,98,150,26,13,0.978021978021978,0.26373626373626374,0.02040816326530612,0.11224489795918367,0.20634920634920634,0.9230769230769231,0.06,0.8400000000000005,"[1, -2, -2, -85, 0.9230769230769231, 0.20634920634920634]",0.6704418030948642,0.7003262912068008,0.96,4,False
59,0.6851959337317755,triage_fn_fp,"[1, -13, -1, -80, 0.7045454545454546, 0.26455026455026454, 0.6407266203184572, 0.6757314202136613]",False,0.06,0.19047619047619047,0.7045454545454546,0.989010989010989,0.6518518518518519,0.05102040816326531,0.7,90,5,13,1,31,59,1,13,80,5,91,98,139,44,6,0.989010989010989,0.34065934065934067,0.1326530612244898,0.05102040816326531,0.26455026455026454,0.7045454545454546,0.06,0.8400000000000005,"[1, -13, -1, -80, 0.7045454545454546, 0.26455026455026454]",0.6407266203184572,0.6757314202136613,0.96,4,False
